comment,sentiment
من از مشتری قدیمی گلفروشی پالیز هستم اقای میرزایی کارشون واقعا حرف اول تو کرج میزنه من که خیلی راضی هستم,Positive
داقعا مزحرف و بدرد نخور من مجبپر شدم یک شب اقامت داشته باشم که خیلی خیلی افتضاح بود بر خورد پرسنل داغون داغون بود,Negative
این مرکز خرید لوکس و خوب با مغازه های بزرگ و محیط مرکز خرید نیز بزرگ است و فضای جلوی مرکز خرید زیبا و دلباز می باشد این مرکز خرید در سال ۹۶ تاسیس گردیده است و از مرکز خرید های تازه تاسیس شهر محسوب میشود طبقه زیر فروشگاه زنجیره ای رفاه دایر است و ۳ طبقه نیز مغازه های لباس فروشی و لوکس فروشی و تزییناتی از جمله مغازه های این مرکز خرید است یک کافه هم در طبقه همکف این مرکز مستقر می‌باشد در کل قدم زدن دلپذیره تو این مرکز خرید.....💥💥✍️👍,Positive
"یک مشکل بدی که اینجا داره اینه که بسته رو از هر 10 بار فقط 2 بار میاره
8 بار الکی مینویسه پستچی اومده کسی خونه نبوده",Negative
کاش برای نگهداری این اثر تاریخی بیشتر تلاش می‌کردند,Neutral
"الان یک هفته ست جنس مرجوعی داشتم هنوز پولشو ندادن 
گفتن جاش خرید کن و پول خریدتو پرداخت کن یک هفته بعد پول جنس مرجوعیتونو برمیگردونیم و هنوز خبری نیست",Negative
"خیلی بده 
اصلا کارکنانش خیلی بد رفتارند جواب مشتری رو نمیدن",Negative
اصلا بدرد نمیخوره یک سال نیمه بخاطر تعمیرات بسته است,Negative
ممنون از پرسنل محترم مهمان سرا برخورد عالی امکانات خوب و تمیز,Positive
سراب گیان مکانی بسیار زیبا و دلنشین و دنجی هستی که در تمام فصول سال زیبای منحصر به فرد خودش رو داره و نیاز به مدیریت  و امکانت و رسیدگی بیشتری داره ورودی به این سراب ۲۵ هزار تومان از هر سواری هست که مبلغ زیادی نسبت به حجم ورودی داره و این مبلغ اگه خرج سراب بشه بهشت میشه .....,Positive
راهی مطمئن جهت غارت ثروت و جیب شما,Negative
مزخرف ترین اموزشگاه فقط پول میخوان با کادر بی ادب,Negative
دقت کنید این آدرس جاده جنگل و چشمه پنگ خیل است و شما را تا خود چشمه نمی‌برد ضمناً جاده خاکی است.,Negative
فروشگاه نسبت به چمن آباد خوبه وازلحاظ جنس فول ودربهترین نقطه واقع شده است,Positive
فقط میتونین از قضای سبزش استفاده کنین,Neutral
کلا ی سرویس بهداشتی داره اونم داغون و کثیف,Negative
سلام مسجد عالی هست,Positive
رستوران باکیفیت و دنجی هستش، فضای داخلی خیلی شیکی داره,Positive
البته ی کافی شاپ داره طبقه بالاشه,Neutral
بهکیش بازاری شیک است که اغلب به فروش محصولات دکوراسیون داخلی می‌پردازد و مناسب برای ساکنین کیش هست و برای مسافرین کمتر شناخته شده می‌باشد. با این‌حال شعبه بوش آن جنس‌های اصلی برند بوش را می‌فروشد,Positive
گشیرهای الکی و رشوه بگیر هستند.رفتم معاینه رد کردند.بردم ماشین و تعمیرگاه 5میلیون هزینه کردم باز که رفتم دوباره سر مسایل قبلی رد شد ماشین.اونجا تعمیرکار داشت نزدیک 300اونجا باز دادم .بازم رد شد.اخر پرسنل با رشوه گرفتن گفتن قبولت میکنم.افتضاح هستن,Negative
کیفیت غذا معمولی بود و خیلی سرد بود من که خوشم نیومد,Negative
مرز فعلا بسته است,Neutral
"رفتار پرسنل واقعا ضعیف بود و هیچ چیزی رو مدیریت نمیکردن (حتی توی دفترشون هم نبودن هبچ کدوم)
کلا انتظاری از کسی اینجا نداشته باشین اگر اکیپ پایه ای دارین پیشنهاد میشه یه بار باهم برین ولی کلا پرسنل و خدمات (کمد ها، دمپایی ها، دستبندها) همه افتضاح بودند.",Negative
دارای انواع مغازه ها از قبیل لباسفروشی وکفش فروشی و... البته همه مغازه ها دارای جنس مرغوب نیست حواستان باشد,Neutral
بسیار اداره ی بی دروپیکری هست یکماه به تمام شماره های عمومی انها زنگ میزنم هیچ کس زنده نیست جواب بدهند گاهی بوق اشقال میزنه فورا تماس میگیرم اما دریغ متاسفم برای ریاست بسیار ضعیفش .,Negative
"خدمات دهی کمی بد بود 
غذا سرد بود",Negative
"یکی از دراش باز بود که تا پایین پله ها رفتیم و بن بست بود.در دومشم که کامل بسته بود و پر از آشغال!!!!
خلاصه هیچی نشد ببینیم.",Negative
میدان امام علی ع یکی از زیبا ترین مکان های اصفهان است.,Positive
عالی از لحاظ کیفیت از لحاظ برخورد همیشه از اینجا کالباس.خیارشور سس و کوکتل میگیریم,Positive
دریای چمخاله یکی از سواحل امن و تمیز کنار دریای خزر است که واقعاً به این منطقه رسیدگی کردند و وظیفه همه ماست ست که در حفظ پاکیزگی این ساحل کوشا باشیم خواهش می کنم از همه که در تمیزی آن کمک کنند که باعث غرور ما ایرانی ها باشد,Neutral
"افتضاح
نون هاش مونده بود
کباب هاش هم اصن مزه کباب نمیداد
اصلا توصیه نمیکنم",Negative
بد اخلاق از خود راضی و گرون فروش به تمام عیار,Negative
نانوایی بربری,Neutral
"فقط پول را میبینند و براشون مهم هست. 
پدر و مادرم هر دو سرماخورده شدید بودند و قبلش به بیمارستان اعلام کردند که به دکتر بگو شرایط ما را  ، فقط بخاطر پول بستری کردن و عمل آنژیو و فنر را انجام دادن برای بیماری که سرفه های شدید داره و انجام اینکار براش اورژانسی نبود و میشد هفته ی دیگه انجام بشه ، یک عالمه دارو که حتما هم باید از داروخانه ی ای که ایشون معرفی میکنند تهیه بشه.  وجدان واژه غریبیست برای بعضی ها",Negative
این همه تعطیلی یه مقداری مشکوکه :))))),Neutral
کیفیت غذا خوب بود,Positive
عاااالی.منکه عاشق طهران تهران شدم,Positive
بعضی از پرسنل ش بد اخلاقه.,Negative
قسمت شمالی بوستان گلزار به بلوار رستگاری مقدم و ضلع جنوبی آن به شهرک سجادیه منتهی میشود.,Neutral
خدایی‌‌موندم چرا یکیتون بلد نبوده درست حسابی اطلاعات رو وارد کنه....چرا ‌ شماره تماس نمیذارین اخه..حیف این برنامه به این خوبی که بلد نیستین ازش استفاده‌ ک,Neutral
